-- Android local after iOS create
uid,id,displayName,timestamp,deletedAt,remoteId,localChangeRevision,lastSyncedLocalRevision,lastRemoteAppliedAt
44,3b92fec8-ca29-40d1-979d-7d9370beefee,TASK135_DELETE_HISTORY_IOS_20260618T152426Z,"2026-06-18 15:24:32",,3b92fec8-ca29-40d1-979d-7d9370beefee,0,0,1781796309212
id,barcode,productName,remoteId,localChangeRevision,lastSyncedLocalRevision,remoteUpdatedAt,priceId,type,price,priceRemoteId
19730,TASK135_DELETE_PRODUCT_IOS_20260618T152426Z,"TASK135 delete product iOS 20260618T152426Z",9a347bf9-3525-4d04-a532-b6a626d177a2,0,0,2026-06-18T15:24:50.028535+00:00,,,,
pending_tombstones
0
